unique_id,time,x,y,red,nir,swir16,swir22,blue,green,rededge1,rededge2,rededge3,nir08
ID_451H0L,59:33.5,-244625,845465,0.9704,1.0312,0.6376,0.4888,1.092,0.9592,0.9925,0.9879,0.9981,0.9851
ID_451H0L,49:40.6,-244625,845465,0.1394,0.508,0.3569,0.2165,0.1451,0.1678,0.2071,0.4336,0.5096,0.5514
ID_451H0L,59:35.7,-244625,845465,0.1313,0.2136,0.1493,0.1198,0.1524,0.1433,0.1407,0.1904,0.2184,0.2299
ID_451H0L,49:37.8,-244625,845465,0.4232,0.6536,0.5293,0.4748,0.4384,0.4436,0.4936,0.6099,0.6723,0.6933
ID_451H0L,59:32.7,-244625,845465,0.1223,0.2892,0.2032,0.1447,0.1423,0.1375,0.1474,0.2502,0.2962,0.3089
ID_451H0L,49:40.1,-244625,845465,0.1286,0.231,0.1862,0.1325,0.1484,0.1416,0.149,0.2159,0.2456,0.2535
ID_451H0L,59:35.0,-244625,845465,0.1317,0.4444,0.2805,0.1758,0.1357,0.1518,0.1769,0.3508,0.4219,0.448
ID_451H0L,49:36.5,-244625,845465,0.5852,0.7124,0.2959,0.2964,0.608,0.6008,0.6031,0.651,0.6915,0.6965
ID_451H0L,59:31.3,-244625,845465,0.331,0.546,0.4577,0.4065,0.3376,0.357,0.4272,0.5464,0.6037,0.6089
ID_451H0L,49:39.0,-244625,845465,0.1335,0.5184,0.3616,0.2167,0.1344,0.157,0.2003,0.4488,0.5261,0.5653
ID_451H0L,59:33.7,-244625,845465,0.1294,0.4296,0.2863,0.1793,0.1298,0.1454,0.178,0.3648,0.4271,0.4523
ID_451H0L,49:34.6,-244625,845465,0.2716,0.4688,0.3111,0.2559,0.2908,0.2864,0.3217,0.4187,0.4608,0.476
ID_451H0L,59:29.2,-244625,845465,0.5896,0.7532,0.5734,0.513,0.7768,0.6508,0.6721,0.6798,0.6464,0.6416
ID_451H0L,49:37.2,-244625,845465,0.1402,0.2794,0.1954,0.1467,0.17,0.1608,0.1645,0.2424,0.274,0.2816
ID_451H0L,59:31.8,-244625,845465,0.1457,0.4724,0.3181,0.1956,0.151,0.1672,0.1971,0.3943,0.4843,0.5058
ID_451H0L,49:32.1,-244625,845465,0.1433,0.23,0.1677,0.1323,0.1658,0.1548,0.1582,0.2051,0.2402,0.2456
ID_451H0L,59:26.4,-244625,845465,0.1932,0.452,0.3312,0.2301,0.2038,0.215,0.2471,0.4025,0.4629,0.4871
ID_451H0L,49:34.8,-244625,845465,0.4816,0.6008,0.3259,0.3383,0.5184,0.502,0.5541,0.5841,0.5881,0.5935
ID_451H0L,59:29.2,-244625,845465,0.1898,0.4792,0.3145,0.2017,0.212,0.219,0.2209,0.3975,0.4637,0.4914
ID_451H0L,49:31.5,-244625,845465,0.8552,0.904,0.7448,0.5968,0.904,0.8704,0.9616,0.9167,0.932,0.9208
ID_451H0L,59:27.0,-244625,845465,0.5988,0.786,0.687,0.5932,0.6672,0.6348,0.6398,0.7085,0.7653,0.8034
ID_451H0L,49:31.8,-244625,845465,0.1426,0.4636,0.3237,0.1997,0.1366,0.161,0.2005,0.3882,0.451,0.4987
ID_451H0L,59:26.4,-244625,845465,0.1553,0.4528,0.3121,0.1923,0.149,0.173,0.2085,0.3777,0.4478,0.4881
ID_451H0L,49:32.2,-244625,845465,0.1611,0.3218,0.2321,0.1653,0.17,0.1745,0.1945,0.2853,0.3246,0.343
ID_451H0L,59:27.5,-244625,845465,0.138,0.2322,0.1656,0.1312,0.1512,0.1514,0.1555,0.2078,0.2325,0.2357
ID_451H0L,49:31.7,-244625,845465,0.1304,0.245,0.1737,0.1339,0.1306,0.1388,0.1547,0.2319,0.2507,0.2618
ID_451H0L,59:27.1,-244625,845465,0.1485,0.3526,0.254,0.1733,0.1262,0.1548,0.194,0.3082,0.3456,0.3786
ID_451H0L,49:32.3,-244625,845465,0.4476,0.5616,0.5396,0.4883,0.4196,0.442,0.4744,0.517,0.5539,0.5705
ID_A3I6OT,59:33.1,-244535,847945,0.1944,0.2654,0.2489,0.1876,0.1866,0.1912,0.2141,0.2502,0.2745,0.2927
ID_A3I6OT,49:33.8,-244535,847945,0.196,0.3602,0.3955,0.2827,0.1473,0.1724,0.2302,0.324,0.3618,0.4004
ID_A3I6OT,59:28.4,-244535,847945,0.1742,0.3226,0.3522,0.2472,0.1418,0.1636,0.2045,0.2912,0.3238,0.3516
ID_A3I6OT,49:35.8,-244535,847945,0.2946,0.4252,0.3522,0.2549,0.3532,0.322,0.3318,0.3642,0.3952,0.4038
ID_A3I6OT,59:30.4,-244535,847945,0.3024,0.424,0.3645,0.297,0.3298,0.3236,0.3118,0.3548,0.3735,0.3773
ID_A3I6OT,49:30.6,-244535,847945,0.1924,0.2322,0.2042,0.1604,0.21,0.2042,0.2054,0.224,0.2351,0.2483
ID_A3I6OT,59:24.1,-244535,847945,0.2144,0.3298,0.2706,0.209,0.231,0.2294,0.2353,0.2943,0.3189,0.3369
ID_A3I6OT,49:36.6,-244535,847945,0.1833,0.3398,0.3113,0.2291,0.1735,0.185,0.214,0.2952,0.3323,0.3527
ID_A3I6OT,59:31.7,-244535,847945,0.1746,0.385,0.3727,0.2604,0.1578,0.1774,0.2165,0.3348,0.3806,0.4073
ID_A3I6OT,49:30.9,-244535,847945,0.1914,0.414,0.4315,0.3041,0.1648,0.1852,0.245,0.3609,0.4025,0.4361
ID_A3I6OT,59:27.1,-244535,847945,0.1708,0.3742,0.3537,0.249,0.1348,0.1608,0.2151,0.3143,0.3479,0.3858
ID_A3I6OT,49:35.1,-244535,847945,0.1951,0.412,0.3767,0.2715,0.1718,0.1946,0.2438,0.3478,0.4017,0.4246
ID_A3I6OT,59:29.2,-244535,847945,0.3466,0.5444,0.426,0.3379,0.3508,0.3426,0.4122,0.5303,0.5864,0.6232
ID_A3I6OT,49:33.1,-244535,847945,0.2246,0.4708,0.4089,0.2823,0.1778,0.2166,0.2922,0.4245,0.4697,0.5115
ID_A3I6OT,59:28.4,-244535,847945,0.2166,0.3836,0.3397,0.2481,0.2102,0.2242,0.2529,0.3379,0.3721,0.4017
ID_A3I6OT,49:37.1,-244535,847945,0.2112,0.4352,0.3996,0.2864,0.1718,0.2012,0.2669,0.3754,0.4319,0.4589
ID_A3I6OT,59:33.2,-244535,847945,0.1919,0.4072,0.3845,0.2702,0.164,0.184,0.2364,0.3421,0.3894,0.4138
ID_A3I6OT,49:34.7,-244535,847945,0.9536,0.94,0.6849,0.5633,1.0496,0.9792,1.0436,0.9808,0.9574,0.9609
ID_A3I6OT,59:30.3,-244535,847945,0.1912,0.296,0.2706,0.2106,0.1628,0.181,0.2228,0.2748,0.3033,0.3262
ID_A3I6OT,49:38.3,-244535,847945,0.1988,0.4272,0.4038,0.2881,0.181,0.2022,0.2602,0.3698,0.4243,0.4519
ID_A3I6OT,59:33.1,-244535,847945,0.8896,0.8928,0.6263,0.5144,1.0152,0.9448,0.8881,0.8472,0.8386,0.8318
ID_A3I6OT,49:35.3,-244535,847945,0.2006,0.4236,0.4135,0.2824,0.15,0.1916,0.2556,0.3678,0.4062,0.4442
ID_A3I6OT,59:31.6,-244535,847945,0.1954,0.2918,0.2556,0.1991,0.191,0.1996,0.2221,0.2813,0.3054,0.3216
ID_A3I6OT,49:35.7,-244535,847945,0.2228,0.4404,0.4484,0.3123,0.1928,0.213,0.2758,0.3873,0.4531,0.4891
ID_A3I6OT,59:29.6,-244535,847945,0.17,0.3718,0.3591,0.2479,0.1478,0.169,0.2149,0.3321,0.3822,0.4127
ID_A3I6OT,49:37.8,-244535,847945,0.1784,0.4082,0.3964,0.2672,0.1492,0.1759,0.2327,0.3683,0.4076,0.4404
ID_A3I6OT,59:33.0,-244535,847945,0.251,0.4472,0.3586,0.2533,0.2498,0.2628,0.295,0.4059,0.4537,0.4828
ID_A3I6OT,49:32.4,-244535,847945,0.1874,0.4532,0.4192,0.2924,0.157,0.1896,0.2484,0.3912,0.4483,0.479
ID_A3I6OT,59:29.2,-244535,847945,0.5888,0.6868,0.3535,0.3775,0.6204,0.6036,0.6603,0.6768,0.6819,0.6784
ID_A3I6OT,49:37.0,-244535,847945,0.2332,0.456,0.3887,0.2871,0.2258,0.2446,0.2944,0.4145,0.4523,0.4869
ID_A3I6OT,59:32.9,-244535,847945,0.5016,0.586,0.5348,0.4782,0.508,0.5096,0.5563,0.5837,0.5929,0.6021
ID_A3I6OT,49:36.9,-244535,847945,0.2354,0.3684,0.3345,0.254,0.2666,0.2588,0.2753,0.3451,0.3883,0.4114
ID_A3I6OT,59:32.8,-244535,847945,0.7588,0.832,0.6863,0.6129,0.7836,0.754,0.8404,0.8218,0.8095,0.8269
ID_A3I6OT,49:38.4,-244535,847945,0.7592,0.7984,0.7756,0.6321,0.8624,0.7928,0.8034,0.8058,0.8042,0.8304
ID_A3I6OT,59:33.0,-244535,847945,0.1998,0.42,0.4123,0.2899,0.177,0.2006,0.2552,0.3782,0.4235,0.4619
ID_A3I6OT,49:37.1,-244535,847945,0.2228,0.4484,0.3371,0.247,0.2246,0.234,0.2832,0.3929,0.4517,0.4759
ID_A3I6OT,59:31.4,-244535,847945,0.712,0.748,0.7154,0.6711,0.73,0.7304,0.7839,0.7866,0.7956,0.793
ID_A3I6OT,49:34.9,-244535,847945,0.5292,0.6732,0.5601,0.4938,0.5324,0.5368,0.6115,0.6579,0.6642,0.6762
ID_A3I6OT,59:30.6,-244535,847945,0.584,0.6648,0.4599,0.346,0.7464,0.6316,0.6295,0.6036,0.5848,0.5677
ID_A3I6OT,49:36.5,-244535,847945,0.1991,0.4196,0.4246,0.2967,0.166,0.1922,0.2548,0.3777,0.43,0.4688
ID_A3I6OT,59:32.6,-244535,847945,0.536,0.6512,0.5313,0.5167,0.5564,0.5416,0.5992,0.6412,0.6648,0.6761
ID_A3I6OT,49:39.1,-244535,847945,0.2438,0.5216,0.4986,0.3416,0.2146,0.2466,0.3166,0.4765,0.5303,0.5682
ID_A3I6OT,59:35.3,-244535,847945,0.2288,0.454,0.4138,0.3135,0.2222,0.2368,0.2947,0.4203,0.4651,0.5042
ID_A3I6OT,49:38.3,-244535,847945,1.0152,0.9328,0.6114,0.4794,1.1632,1.068,1.0436,0.9548,0.946,0.9354
ID_A3I6OT,59:32.9,-244535,847945,0.7992,0.8992,0.2941,0.3052,0.8084,0.8012,0.8504,0.8624,0.868,0.8585
ID_A3I6OT,49:40.1,-244535,847945,0.6692,0.7176,0.6522,0.5633,0.8056,0.7284,0.7244,0.7285,0.7295,0.7334
ID_A3I6OT,59:34.7,-244535,847945,0.2066,0.4564,0.3941,0.2714,0.1858,0.2122,0.2646,0.4178,0.4688,0.5055
ID_A3I6OT,49:36.6,-244535,847945,1.0304,1.104,0.3402,0.3663,1.0088,1.0208,1.0306,1.0322,1.0416,1.0328
ID_A3I6OT,59:32.5,-244535,847945,0.262,0.4944,0.3766,0.2773,0.2382,0.2636,0.3102,0.4422,0.5042,0.5303
ID_A3I6OT,49:40.1,-244535,847945,0.1818,0.432,0.4136,0.2827,0.1395,0.1736,0.2475,0.3844,0.4302,0.4752
ID_A3I6OT,59:35.1,-244535,847945,0.476,0.6348,0.4479,0.3953,0.5152,0.502,0.5352,0.594,0.6185,0.6472
ID_A3I6OT,49:38.1,-244535,847945,0.6332,0.6376,0.302,0.3015,0.7728,0.69,0.6715,0.6349,0.6284,0.6315
ID_A3I6OT,59:33.0,-244535,847945,0.5348,0.5952,0.4366,0.321,0.6152,0.5792,0.5531,0.5713,0.6035,0.6108
ID_A3I6OT,49:40.4,-244535,847945,0.2214,0.4784,0.3488,0.2537,0.2238,0.2412,0.285,0.4383,0.4866,0.5152
ID_A3I6OT,59:35.0,-244535,847945,0.5724,0.6428,0.4349,0.3791,0.5848,0.5784,0.6267,0.6453,0.6565,0.6789
ID_A3I6OT,49:35.7,-244535,847945,0.1842,0.4356,0.323,0.2282,0.1778,0.1997,0.2429,0.374,0.4354,0.4644
ID_A3I6OT,59:31.8,-244535,847945,1.2296,1.1312,0.6792,0.4842,1.3776,1.292,1.3102,1.2187,1.1879,1.1696
ID_A3I6OT,49:36.1,-244535,847945,0.6104,0.6428,0.5769,0.5278,0.6868,0.6384,0.6559,0.6566,0.6571,0.6686
ID_A3I6OT,59:33.0,-244535,847945,0.7968,0.88,0.3846,0.2837,0.8008,0.7964,0.7755,0.808,0.8415,0.8543
ID_A3I6OT,49:37.1,-244535,847945,0.1758,0.5604,0.3816,0.2586,0.1792,0.2028,0.2497,0.4517,0.5241,0.5639
ID_A3I6OT,59:33.0,-244535,847945,0.3578,0.5584,0.2441,0.2057,0.375,0.3786,0.3751,0.4868,0.5531,0.5767
ID_A3I6OT,49:41.4,-244535,847945,0.1902,0.474,0.3441,0.2346,0.2148,0.2244,0.2607,0.4285,0.4863,0.5081
ID_A3I6OT,59:37.6,-244535,847945,0.3368,0.5428,0.4369,0.3483,0.3256,0.3484,0.3832,0.5026,0.5569,0.5892
ID_A3I6OT,49:40.1,-244535,847945,0.9248,0.9168,0.3721,0.3285,0.9728,0.948,0.9739,0.9232,0.9381,0.9228
ID_A3I6OT,59:35.7,-244535,847945,0.1494,0.5688,0.3349,0.2114,0.1624,0.186,0.2161,0.451,0.5526,0.5786
ID_A3I6OT,49:43.4,-244535,847945,0.3302,0.6152,0.444,0.3307,0.3702,0.369,0.4061,0.5619,0.6302,0.6623
ID_A3I6OT,59:38.4,-244535,847945,0.3596,0.5932,0.4157,0.3325,0.4684,0.4328,0.3998,0.5146,0.5673,0.5896
ID_A3I6OT,49:40.0,-244535,847945,0.1454,0.6168,0.3605,0.2209,0.161,0.1839,0.2294,0.5058,0.603,0.6544
ID_A3I6OT,59:34.5,-244535,847945,0.6948,0.7496,0.6,0.5063,0.7484,0.7132,0.7509,0.7496,0.7574,0.7614
ID_A3I6OT,49:41.9,-244535,847945,1.4312,1.3888,0.7908,0.5655,1.728,1.5456,1.5556,1.3812,1.2758,1.2225
ID_A3I6OT,59:36.0,-244535,847945,0.6304,0.6904,0.5478,0.454,0.644,0.6376,0.6797,0.7021,0.7198,0.7359
ID_A3I6OT,49:41.0,-244535,847945,0.4972,0.5696,0.4922,0.4533,0.572,0.5316,0.5435,0.5583,0.5872,0.6042
ID_A3I6OT,59:36.4,-244535,847945,0.8352,0.868,0.5013,0.359,0.8224,0.8288,0.8136,0.8445,0.9031,0.9035
ID_A3I6OT,49:40.7,-244535,847945,0.1352,0.2254,0.1649,0.1319,0.1394,0.1466,0.1567,0.2094,0.2315,0.236
ID_A3I6OT,59:36.0,-244535,847945,0.1606,0.482,0.3816,0.2528,0.1499,0.1764,0.2276,0.4049,0.4569,0.498
ID_A3I6OT,49:40.3,-244535,847945,0.7032,0.7324,0.6545,0.5619,0.6372,0.6648,0.7611,0.758,0.7739,0.7932
ID_A3I6OT,59:34.6,-244535,847945,1.0832,1.0664,0.6998,0.51,1.1072,1.0808,1.1771,1.1129,1.1043,1.088
ID_A3I6OT,49:39.9,-244535,847945,0.802,0.8208,0.6357,0.4653,0.8472,0.8144,0.7656,0.8009,0.8429,0.8617
ID_A3I6OT,59:34.2,-244535,847945,0.7336,0.7896,0.7457,0.6084,0.6464,0.6772,0.786,0.7888,0.8108,0.8583
ID_A3I6OT,49:40.6,-244535,847945,0.7024,0.782,0.648,0.5666,0.7124,0.7044,0.7478,0.7471,0.77,0.7978
ID_A3I6OT,59:36.0,-244535,847945,0.3888,0.5308,0.4117,0.3126,0.3496,0.4068,0.4196,0.5132,0.5598,0.5713
ID_A3I6OT,49:39.0,-244535,847945,0.4856,0.5928,0.4591,0.3582,0.5036,0.4956,0.5387,0.5839,0.5989,0.6096
ID_A3I6OT,59:34.8,-244535,847945,0.7616,0.7664,0.6326,0.5185,0.7676,0.7656,0.8333,0.8099,0.8062,0.8151
ID_A3I6OT,49:39.6,-244535,847945,0.6196,0.706,0.6107,0.4611,0.6068,0.6104,0.6045,0.649,0.7159,0.7415
ID_A3I6OT,59:33.7,-244535,847945,0.848,0.8392,0.6524,0.4859,0.8632,0.8424,0.8931,0.8659,0.8743,0.8667
ID_A3I6OT,49:39.8,-244535,847945,0.8188,0.8016,0.5357,0.3384,0.814,0.8132,0.7452,0.7825,0.8345,0.861
ID_A3I6OT,59:34.7,-244535,847945,0.2926,0.4828,0.3684,0.2951,0.3124,0.3144,0.3271,0.427,0.4677,0.488
ID_A3I6OT,49:40.1,-244535,847945,0.5704,0.6776,0.6035,0.5476,0.5992,0.5796,0.6299,0.654,0.6756,0.6919
ID_A3I6OT,59:36.4,-244535,847945,0.588,0.6664,0.5994,0.5226,0.592,0.5884,0.658,0.6727,0.6844,0.6897
ID_A3I6OT,49:38.7,-244535,847945,0.354,0.4716,0.4387,0.3806,0.3514,0.3586,0.3716,0.4461,0.4774,0.4989
ID_A3I6OT,59:33.8,-244535,847945,0.6932,0.7292,0.4993,0.3703,0.7172,0.708,0.7029,0.6904,0.6956,0.7128
ID_A3I6OT,49:40.5,-244535,847945,0.476,0.6104,0.5494,0.4957,0.4356,0.456,0.5248,0.5724,0.6141,0.6363
ID_A3I6OT,59:34.0,-244535,847945,0.5564,0.6132,0.6195,0.5991,0.5628,0.5572,0.6132,0.6291,0.6589,0.6797
ID_A3I6OT,49:35.3,-244535,847945,0.576,0.6252,0.5221,0.3566,0.5732,0.5744,0.5562,0.6068,0.646,0.6679
ID_A3I6OT,59:30.1,-244535,847945,1.0288,1.0008,0.6378,0.4795,1.0744,1.0392,1.0797,1.0169,1.0123,1.0119
ID_A3I6OT,49:38.4,-244535,847945,0.5188,0.6204,0.5944,0.5563,0.522,0.5196,0.5645,0.6062,0.6452,0.6662
ID_A3I6OT,59:34.8,-244535,847945,0.271,0.3886,0.2856,0.2205,0.3174,0.2964,0.3,0.3708,0.4034,0.4093
ID_A3I6OT,49:36.5,-244535,847945,0.8392,0.8376,0.5025,0.3554,0.8304,0.8304,0.7702,0.8093,0.8581,0.8847
ID_A3I6OT,59:32.4,-244535,847945,0.4488,0.5432,0.4526,0.3789,0.4672,0.458,0.4772,0.5159,0.5342,0.5452
ID_A3I6OT,49:39.8,-244535,847945,0.3208,0.4576,0.436,0.3886,0.3182,0.3174,0.3596,0.4341,0.4856,0.4991
ID_A3I6OT,59:34.8,-244535,847945,0.8936,0.8544,0.6393,0.4942,0.9368,0.9048,0.9328,0.8944,0.8849,0.894
ID_A3I6OT,49:36.1,-244535,847945,0.9688,0.908,0.7388,0.6865,1.072,0.9976,1.0008,0.9491,0.9242,0.9271
ID_A3I6OT,59:30.5,-244535,847945,0.5732,0.6396,0.5932,0.5165,0.5472,0.5664,0.6228,0.6442,0.6595,0.6703
ID_A3I6OT,49:36.1,-244535,847945,0.7996,0.824,0.71,0.6402,0.8288,0.8072,0.8652,0.8388,0.8653,0.8639
ID_A3I6OT,59:28.6,-244535,847945,0.84,0.8304,0.6377,0.4725,0.8304,0.828,0.7731,0.8017,0.8557,0.8631
ID_A3I6OT,49:38.4,-244535,847945,0.8528,0.8536,0.6386,0.4297,0.8608,0.8496,0.7931,0.8456,0.9009,0.9238
ID_A3I6OT,59:34.1,-244535,847945,1.0208,1.016,0.7453,0.5533,1.0112,1.0128,1.1071,1.0483,1.0259,1.007
ID_A3I6OT,49:36.2,-244535,847945,1.0176,1.004,0.5935,0.4628,1.056,1.024,1.1063,1.041,1.0415,1.0209
ID_A3I6OT,59:32.8,-244535,847945,0.4616,0.5464,0.4342,0.3949,0.4752,0.4688,0.5086,0.5411,0.5657,0.5794
ID_A3I6OT,49:39.4,-244535,847945,0.6716,0.7212,0.6193,0.5233,0.6884,0.6736,0.725,0.7247,0.7189,0.7276
ID_A3I6OT,59:33.9,-244535,847945,0.8416,0.852,0.5563,0.4159,0.9168,0.8696,0.9053,0.8521,0.8254,0.8071
ID_A3I6OT,49:38.0,-244535,847945,0.3372,0.5488,0.4694,0.4075,0.3536,0.3524,0.3942,0.5017,0.5616,0.5882
ID_A3I6OT,59:31.7,-244535,847945,1.032,1.036,0.6716,0.4465,0.9944,1.0088,0.9498,0.9752,1.0426,1.0566
ID_A3I6OT,49:34.5,-244535,847945,0.1573,0.5076,0.4265,0.2821,0.1498,0.1778,0.2424,0.4562,0.5203,0.5446
ID_A3I6OT,59:31.2,-244535,847945,0.4044,0.5464,0.2988,0.2629,0.4264,0.4228,0.408,0.498,0.5474,0.5788
ID_A3I6OT,49:37.0,-244535,847945,0.948,0.9376,0.7716,0.6772,1.0456,0.9816,1.0208,0.9596,0.9504,0.9403
ID_A3I6OT,59:33.1,-244535,847945,0.46,0.598,0.5509,0.5057,0.4892,0.476,0.5474,0.6126,0.6489,0.6531
ID_A3I6OT,49:37.2,-244535,847945,0.7744,0.8584,0.6595,0.6218,0.802,0.7844,0.8456,0.8653,0.8674,0.8819
ID_A3I6OT,59:32.1,-244535,847945,1.2136,1.2256,0.3292,0.4126,1.276,1.2408,1.382,1.2681,1.1872,1.1328
ID_A3I6OT,49:38.1,-244535,847945,0.462,0.6064,0.5077,0.4747,0.5016,0.4816,0.4934,0.5601,0.6035,0.6219
ID_A3I6OT,59:33.2,-244535,847945,0.4644,0.6156,0.4862,0.416,0.5584,0.4984,0.5122,0.5833,0.6203,0.6292
ID_A3I6OT,49:37.8,-244535,847945,0.6196,0.642,0.6005,0.6066,0.65,0.6356,0.6727,0.6802,0.678,0.688
ID_A3I6OT,59:31.7,-244535,847945,0.2318,0.664,0.4147,0.2584,0.2578,0.267,0.3062,0.6036,0.6933,0.7445
ID_A3I6OT,49:33.8,-244535,847945,0.964,1.028,0.3209,0.3406,0.9544,0.9544,0.9652,0.9655,0.9807,0.9725
ID_A3I6OT,59:25.4,-244535,847945,0.1368,0.4224,0.281,0.1843,0.1426,0.1568,0.1837,0.3752,0.4398,0.476
ID_A3I6OT,49:34.8,-244535,847945,0.832,0.8832,0.7746,0.66,0.9424,0.872,0.8804,0.8938,0.8979,0.9412
ID_A3I6OT,59:31.2,-244535,847945,0.7664,0.7584,0.4368,0.3363,0.7832,0.7752,0.8412,0.814,0.7913,0.781
ID_A3I6OT,49:33.1,-244535,847945,0.1526,0.2602,0.1931,0.168,0.135,0.1472,0.1839,0.2485,0.2842,0.2954
ID_A3I6OT,59:30.3,-244535,847945,0.658,0.67,0.5216,0.4482,0.8076,0.7248,0.6758,0.6573,0.651,0.6313
ID_A3I6OT,49:37.0,-244535,847945,1.1392,1.132,0.3318,0.399,1.2336,1.1712,1.2666,1.1638,1.0962,1.0632
ID_A3I6OT,59:31.7,-244535,847945,0.1469,0.4788,0.3437,0.2175,0.144,0.1691,0.2132,0.4108,0.485,0.5202
ID_A3I6OT,49:38.4,-244535,847945,0.2238,0.4876,0.3462,0.2485,0.2362,0.2404,0.2772,0.4209,0.4966,0.5257
ID_A3I6OT,59:34.1,-244535,847945,0.1561,0.4588,0.3517,0.2291,0.1568,0.1719,0.2109,0.3921,0.4587,0.4838
ID_A3I6OT,49:36.1,-244535,847945,0.4006,0.5492,0.4558,0.3455,0.4684,0.4272,0.4491,0.5132,0.5411,0.5614
ID_A3I6OT,59:32.6,-244535,847945,0.1944,0.4552,0.3573,0.2314,0.1994,0.215,0.2522,0.4037,0.4628,0.5073
ID_A3I6OT,49:37.6,-244535,847945,0.184,0.4352,0.3678,0.2455,0.1856,0.194,0.2361,0.3801,0.4369,0.4775
ID_A3I6OT,59:32.9,-244535,847945,0.5776,0.7056,0.5937,0.5154,0.6312,0.6068,0.5834,0.629,0.67,0.6713
ID_A3I6OT,49:38.4,-244535,847945,0.3172,0.4664,0.4466,0.3492,0.296,0.3128,0.3766,0.475,0.5048,0.5473
ID_A3I6OT,59:33.2,-244535,847945,0.1521,0.39,0.3439,0.2261,0.1351,0.1592,0.2104,0.3496,0.3985,0.4339
ID_A3I6OT,49:38.5,-244535,847945,0.2812,0.5376,0.498,0.3781,0.2954,0.2986,0.3787,0.4923,0.5541,0.5799
ID_A3I6OT,59:33.4,-244535,847945,0.8456,0.8464,0.7042,0.6401,0.9104,0.8688,0.8817,0.8484,0.8318,0.8159
ID_A3I6OT,49:36.4,-244535,847945,0.1604,0.412,0.3657,0.2492,0.1315,0.1628,0.2195,0.3559,0.4005,0.4408
ID_A3I6OT,59:32.7,-244535,847945,0.1702,0.37,0.334,0.2304,0.1397,0.1647,0.2138,0.325,0.3689,0.3974
ID_A3I6OT,49:38.9,-244535,847945,0.1847,0.3906,0.3631,0.258,0.1684,0.1864,0.2371,0.3398,0.3892,0.4259
ID_A3I6OT,59:34.2,-244535,847945,0.1878,0.3482,0.296,0.2193,0.1812,0.1908,0.2251,0.3148,0.3503,0.3743
ID_A3I6OT,49:38.2,-244535,847945,0.1842,0.405,0.4107,0.2791,0.1646,0.1791,0.239,0.3691,0.4091,0.4549
ID_A3I6OT,59:32.7,-244535,847945,0.276,0.4372,0.4457,0.3679,0.2436,0.267,0.3766,0.4577,0.4962,0.538
ID_A3I6OT,49:37.3,-244535,847945,0.1791,0.4066,0.4048,0.28,0.1487,0.1695,0.2345,0.3486,0.4079,0.4467
ID_A3I6OT,59:32.7,-244535,847945,0.233,0.394,0.3627,0.2634,0.2314,0.2402,0.2656,0.3437,0.3784,0.4065
ID_A3I6OT,49:32.8,-244535,847945,0.152,0.2438,0.2346,0.1792,0.1353,0.1461,0.1834,0.2261,0.2409,0.2582
ID_A3I6OT,59:29.2,-244535,847945,0.1756,0.3866,0.3853,0.26,0.1469,0.1691,0.2323,0.3409,0.3836,0.4205
ID_A3I6OT,49:36.5,-244535,847945,0.1782,0.3792,0.4018,0.2884,0.1466,0.1724,0.234,0.3273,0.3736,0.4138
ID_A3I6OT,59:30.7,-244535,847945,0.179,0.3734,0.3945,0.275,0.1522,0.1733,0.2302,0.3312,0.3703,0.415
ID_A3I6OT,49:36.0,-244535,847945,0.428,0.5464,0.3185,0.2757,0.4368,0.4404,0.4639,0.5267,0.5606,0.586
ID_A3I6OT,00:01.0,-244535,847945,0.1836,0.3718,0.3793,0.2553,0.1466,0.169,0.2352,0.3298,0.3623,0.3971
ID_A3I6OT,49:38.9,-244535,847945,0.162,0.2376,0.226,0.1781,0.1601,0.163,0.1843,0.2197,0.2385,0.248
ID_A3I6OT,59:34.8,-244535,847945,0.2704,0.4212,0.4537,0.3369,0.2618,0.2644,0.3319,0.4022,0.4386,0.4734
ID_A3I6OT,50:05.0,-244535,847945,0.217,0.412,0.4052,0.2847,0.1946,0.2126,0.2757,0.372,0.4033,0.4316
ID_A3I6OT,59:59.5,-244535,847945,0.3204,0.4512,0.4045,0.2923,0.3734,0.3404,0.3676,0.4262,0.4476,0.4759
ID_A3I6OT,49:39.7,-244535,847945,0.7644,0.832,0.2496,0.2468,0.78,0.7752,0.7917,0.8048,0.829,0.8265
ID_A3I6OT,59:34.1,-244535,847945,0.1844,0.3586,0.3844,0.2739,0.1447,0.1686,0.2302,0.3095,0.3465,0.3807
ID_A3I6OT,50:04.0,-244535,847945,0.2268,0.4456,0.4724,0.3298,0.1548,0.1924,0.2862,0.3799,0.4105,0.4645
ID_A3I6OT,59:58.4,-244535,847945,0.2094,0.3784,0.4151,0.2932,0.1697,0.1944,0.2609,0.3331,0.3651,0.4061
ID_A3I6OT,49:41.0,-244535,847945,1.1272,0.9928,0.8226,0.7176,1.2368,1.1576,1.1467,1.0669,1.0747,1.0992
ID_A3I6OT,59:36.9,-244535,847945,1.1272,1.1016,0.882,0.7962,1.3024,1.1928,1.1509,1.0726,1.0482,1.0639
ID_A3I6OT,50:00.0,-244535,847945,0.2366,0.2886,0.2967,0.2565,0.2556,0.2438,0.2787,0.3147,0.3234,0.357
ID_A3I6OT,59:54.2,-244535,847945,0.4728,0.526,0.5717,0.5341,0.412,0.4388,0.5733,0.6206,0.6409,0.6744
