blue,crop_type,green,nir,nir08,red,rededge1,rededge2,rededge3,swir16,swir22,time,unique_id,x,y
893,cocoa,1032,1852,2115,1074,1338,1680,1866,2556,1814,28-01-2021,PIXEL_0003,0.947753212,7.169249767
974,cocoa,1078,1676,1826,1196,1412,1533,1680,2502,2043,28-01-2021,PIXEL_0002,1.054490564,7.191411652
1034,cocoa,1180,2126,2306,1264,1491,1840,2081,2906,2173,28-01-2021,PIXEL_0001,0.957526321,6.899851723
700,oil,962,2220,2526,1184,1482,1984,2191,3112,2282,28-01-2021,PIXEL_0293,1.188317301,7.228493074
886,cocoa,999,1834,2009,1072,1325,1620,1827,2671,2082,28-01-2021,PIXEL_0008,0.745007497,7.203412596
1034,cocoa,1130,2156,2334,1252,1487,1847,2098,3020,2200,28-01-2021,PIXEL_0042,0.985271135,6.928402054
910,cocoa,1042,1792,1984,1136,1351,1588,1806,2410,1858,28-01-2021,PIXEL_0019,0.86046121,7.043117032
907,cocoa,1062,2288,2474,1068,1406,1965,2217,2755,1895,28-01-2021,PIXEL_0021,1.041901537,6.935325389
1054,cocoa,1130,1974,2216,1246,1458,1772,1999,3145,2425,28-01-2021,PIXEL_0040,1.102748624,6.787716372
967,cocoa,1086,2020,2109,1150,1415,1728,1910,2765,1967,28-01-2021,PIXEL_0039,1.029515677,6.905663854
1040,cocoa,1182,1964,2094,1302,1536,1712,1915,3308,2867,28-01-2021,PIXEL_0038,1.057220379,6.893922844
920,cocoa,1010,1880,2003,1042,1319,1601,1800,2340,1633,28-01-2021,PIXEL_0037,0.746942975,6.927842386
1110,cocoa,1250,2100,2310,1396,1614,1870,2085,3334,2887,28-01-2021,PIXEL_0036,1.001069708,7.012905629
1056,cocoa,1210,2104,2295,1380,1631,1859,2044,3502,3001,28-01-2021,PIXEL_0035,1.031215268,6.908979473
880,cocoa,965,1324,1443,974,1151,1270,1371,1621,1392,28-01-2021,PIXEL_0034,0.829519162,7.031572084
1108,cocoa,1250,1976,2103,1404,1580,1734,1923,3057,2769,28-01-2021,PIXEL_0033,0.798776643,6.887736448
1068,cocoa,1152,1830,2021,1324,1521,1665,1847,3102,2607,28-01-2021,PIXEL_0020,1.112708385,7.072291564
1082,cocoa,1284,2020,2235,1502,1733,1872,2051,3362,3206,28-01-2021,PIXEL_0032,1.134347441,7.022697727
3196,cocoa,3208,4172,3989,3274,3511,3540,3860,5015,4357,28-01-2021,PIXEL_0030,0.908409834,7.070631034
1017,cocoa,1168,1866,2150,1266,1543,1755,1913,2974,2567,28-01-2021,PIXEL_0029,0.955501636,7.013478423
996,cocoa,1098,1928,2130,1126,1403,1706,1937,2713,1841,28-01-2021,PIXEL_0028,1.127820667,6.875426604
1013,cocoa,1086,1834,1998,1192,1392,1635,1827,2667,2256,28-01-2021,PIXEL_0027,0.791949067,7.159651826
3614,cocoa,3840,4652,4847,4120,4474,4517,4649,5663,5030,28-01-2021,PIXEL_0026,1.162760419,7.174393982
879,cocoa,1005,2500,2468,933,1247,1974,2338,2210,1327,28-01-2021,PIXEL_0025,0.9087939,7.170152245
1042,cocoa,1148,1996,2138,1224,1454,1751,1943,2898,2193,28-01-2021,PIXEL_0024,1.075144871,6.821364176
984,cocoa,1124,2056,2196,1188,1439,1790,1989,2770,2089,28-01-2021,PIXEL_0022,0.870456358,7.046200882
968,cocoa,1064,1470,1532,1082,1249,1344,1434,1976,1755,28-01-2021,PIXEL_0031,0.890463187,6.79806262
1102,rubber,1236,2018,2279,1388,1604,1842,2060,3413,2691,28-01-2021,PIXEL_0177,1.149231624,6.803087077
932,cocoa,1030,2050,2229,1078,1339,1729,2039,2475,1761,28-01-2021,PIXEL_0089,0.918347485,7.177846752
1023,cocoa,1142,1878,2094,1300,1517,1663,1869,3061,2543,28-01-2021,PIXEL_0091,0.942104432,6.787241595
908,rubber,1016,2934,3041,897,1247,2342,2769,2239,1268,28-01-2021,PIXEL_0153,0.853572501,6.965861127
956,rubber,1108,2188,2440,1164,1462,1931,2176,2897,2202,28-01-2021,PIXEL_0152,1.030408849,7.087300469
963,rubber,1070,1638,1735,1112,1306,1449,1603,2214,1819,28-01-2021,PIXEL_0151,1.154424297,7.219584013
1040,rubber,1160,2054,2317,1296,1552,1848,2070,3086,2485,28-01-2021,PIXEL_0150,1.168841257,7.187883693
937,rubber,1034,2198,2321,1078,1366,1839,2102,2566,1818,28-01-2021,PIXEL_0149,0.817504219,7.216289198
973,rubber,1114,1562,1828,1232,1458,1538,1649,2928,2513,28-01-2021,PIXEL_0148,1.184901386,6.94692083
1016,rubber,1184,1990,2136,1288,1514,1695,1908,3241,2678,28-01-2021,PIXEL_0147,1.095539689,7.03932948
1052,rubber,1172,2098,2352,1340,1640,1851,2036,3261,2484,28-01-2021,PIXEL_0146,0.931852328,6.980659881
1030,rubber,1136,1920,2044,1260,1480,1633,1826,3071,2561,28-01-2021,PIXEL_0154,0.967683778,6.979431086
1058,rubber,1214,1998,2136,1398,1583,1790,1917,3220,2652,28-01-2021,PIXEL_0145,1.06067241,6.794126168
1074,rubber,1270,2226,2442,1482,1753,1909,2132,3697,2914,28-01-2021,PIXEL_0143,1.154651926,7.099169056
984,rubber,1152,2110,2387,1224,1461,1890,2131,2809,2046,28-01-2021,PIXEL_0142,1.066806939,6.907392829
908,rubber,1046,2244,2412,1012,1318,1910,2156,2337,1439,28-01-2021,PIXEL_0141,1.132511304,6.998851708
1050,rubber,1202,2110,2315,1342,1543,1811,2000,2919,2349,28-01-2021,PIXEL_0140,1.011680468,6.963435694
954,rubber,1048,1634,1837,1108,1321,1517,1611,2101,1610,28-01-2021,PIXEL_0139,0.896924841,6.831516616
990,rubber,1112,1932,2231,1226,1416,1769,2009,2729,1967,28-01-2021,PIXEL_0138,1.183400576,7.013129276
982,rubber,1050,1832,1921,1180,1388,1556,1720,2649,2105,28-01-2021,PIXEL_0137,0.793611305,7.164304007
1044,rubber,1146,1824,2015,1262,1500,1671,1840,2651,2220,28-01-2021,PIXEL_0136,0.808107263,7.156730938
1002,rubber,1136,1986,2151,1238,1470,1753,1922,3024,2464,28-01-2021,PIXEL_0144,1.018836188,6.845688155
940,rubber,1126,2154,2237,1150,1405,1894,2102,2543,2044,28-01-2021,PIXEL_0135,1.174617622,7.20269889
994,rubber,1076,1842,1985,1224,1449,1601,1767,2918,2489,28-01-2021,PIXEL_0155,0.924261253,7.035141102
1032,rubber,1100,1462,1536,1158,1284,1369,1446,2098,1928,28-01-2021,PIXEL_0157,0.927992808,6.809933875
1014,rubber,1120,2042,2240,1226,1525,1776,1986,3082,2411,28-01-2021,PIXEL_0175,0.98553724,7.076875195
945,rubber,1004,1290,1541,1042,1235,1333,1425,2291,2031,28-01-2021,PIXEL_0174,0.933761107,7.0178329
997,rubber,1136,2000,2168,1254,1490,1742,1959,2879,2132,28-01-2021,PIXEL_0173,1.029542073,7.012834947
1034,rubber,1136,1862,2060,1196,1421,1696,1854,2690,2118,28-01-2021,PIXEL_0172,1.153395418,6.983339357
891,rubber,1008,1730,1832,1062,1299,1573,1716,2294,1819,28-01-2021,PIXEL_0171,0.781750794,7.192224764
1078,rubber,1192,2170,2425,1392,1613,1888,2142,3226,2443,28-01-2021,PIXEL_0170,1.136480798,6.995560764
1010,rubber,1106,1868,1987,1176,1422,1667,1822,2625,2231,28-01-2021,PIXEL_0169,1.090321303,6.888474915
1020,rubber,1132,2032,2251,1236,1521,1794,1999,2927,2164,28-01-2021,PIXEL_0168,0.928832332,6.902732799
1015,rubber,1180,2036,2196,1398,1591,1755,1960,3236,2623,28-01-2021,PIXEL_0156,1.171797163,7.148703947
1038,rubber,1208,2100,2274,1360,1609,1857,2045,3373,2861,28-01-2021,PIXEL_0167,0.97861197,7.095276171
1060,rubber,1222,2080,2368,1416,1627,1867,2051,3414,2722,28-01-2021,PIXEL_0165,0.932910788,7.058210898
970,rubber,1096,2058,2291,1168,1495,1812,2047,2810,1995,28-01-2021,PIXEL_0164,0.879914233,7.005927818
915,rubber,1048,2134,2395,1016,1302,1901,2201,2273,1391,28-01-2021,PIXEL_0163,0.886899767,7.090065619
972,rubber,1062,1762,2023,1180,1426,1634,1802,2788,2252,28-01-2021,PIXEL_0162,0.87002736,7.09907734
999,rubber,1102,2250,2373,1160,1433,1886,2165,2796,2066,28-01-2021,PIXEL_0161,0.940450406,6.933007056
951,rubber,1032,1512,1675,1092,1262,1421,1554,2546,2319,28-01-2021,PIXEL_0160,0.994634159,6.962605149
2338,rubber,2526,3732,4192,2620,3228,3702,4051,4330,3718,28-01-2021,PIXEL_0159,0.745579116,6.868678206
958,rubber,1094,1828,1988,1180,1430,1644,1813,2764,2218,28-01-2021,PIXEL_0158,0.91623689,6.971221816
996,rubber,1120,1794,1948,1256,1456,1618,1759,2967,2643,28-01-2021,PIXEL_0166,0.958819501,6.831392165
1074,cocoa,1202,2024,2197,1378,1616,1804,2018,3216,2700,28-01-2021,PIXEL_0090,1.161132039,6.939654931
1007,rubber,1098,1676,1943,1138,1344,1621,1776,2267,1694,28-01-2021,PIXEL_0134,0.801512902,7.110344063
1038,rubber,1180,2046,2223,1300,1559,1816,2002,3001,2447,28-01-2021,PIXEL_0132,1.105461056,7.138876397
969,rubber,1110,2068,2222,1174,1440,1801,2002,2845,2349,28-01-2021,PIXEL_0109,1.026804013,7.207326114
923,rubber,1030,2504,2645,987,1298,2114,2478,2439,1570,28-01-2021,PIXEL_0108,0.851755604,6.943628746
1028,rubber,1124,1766,2105,1304,1543,1653,1878,3289,2929,28-01-2021,PIXEL_0107,1.162726185,6.837654153
921,rubber,1015,1968,2161,1090,1383,1690,1893,2579,1748,28-01-2021,PIXEL_0106,0.799242355,7.029493379
1023,rubber,1108,1890,2142,1272,1541,1720,1873,3168,2477,28-01-2021,PIXEL_0105,1.101144016,7.09001145
968,rubber,1106,1824,2106,1176,1458,1721,1900,3241,2727,28-01-2021,PIXEL_0104,1.063507383,7.047179985
957,rubber,1086,2020,2187,1090,1386,1769,1986,2456,1612,28-01-2021,PIXEL_0103,0.914441475,6.833814067
999,rubber,1074,1606,1807,1180,1352,1495,1613,2266,1822,28-01-2021,PIXEL_0102,0.944613177,6.899854328
960,rubber,1042,1818,1972,1148,1403,1547,1716,2700,2079,28-01-2021,PIXEL_0110,0.912614503,6.941518446
898,rubber,985,1866,2078,1058,1327,1668,1897,2528,1786,28-01-2021,PIXEL_0101,0.84646934,7.110139843
980,cocoa,1092,1636,1726,1190,1354,1435,1601,2365,1886,28-01-2021,PIXEL_0099,1.027974651,6.828560005
909,cocoa,1042,1942,2019,1128,1388,1651,1792,2587,2064,28-01-2021,PIXEL_0098,0.990363454,7.207039259
1030,cocoa,1130,1700,1965,1268,1531,1601,1775,3152,2821,28-01-2021,PIXEL_0097,1.153824955,6.871416351
1096,cocoa,1214,2008,2232,1402,1580,1791,1987,3440,2871,28-01-2021,PIXEL_0096,1.167294978,6.862130918
968,cocoa,1098,1734,1881,1244,1418,1551,1672,2909,2549,28-01-2021,PIXEL_0095,1.033539858,7.227725014
882,cocoa,993,1986,2191,999,1354,1757,1922,2228,1525,28-01-2021,PIXEL_0094,0.931933305,7.1426824
1052,cocoa,1138,1770,1973,1242,1477,1641,1771,2670,2277,28-01-2021,PIXEL_0093,0.993464858,6.809416249
977,cocoa,1060,1980,2167,1196,1460,1678,1894,3027,2145,28-01-2021,PIXEL_0092,0.737631257,6.950580664
978,cocoa,1114,1930,2023,1238,1433,1693,1869,2620,2024,28-01-2021,PIXEL_0100,0.768847162,6.900837679
927,rubber,1040,1688,1802,1108,1363,1499,1634,2454,1971,28-01-2021,PIXEL_0133,0.993295492,7.150832123
994,rubber,1114,2154,2327,1222,1544,1811,2038,2818,1950,28-01-2021,PIXEL_0111,0.861770094,7.185033613
932,rubber,1020,1574,1695,1120,1299,1432,1537,2245,1783,28-01-2021,PIXEL_0113,0.989898773,7.177087792
1056,rubber,1186,2086,2242,1306,1568,1820,2016,3278,2564,28-01-2021,PIXEL_0131,0.771485348,7.119567423
955,rubber,1028,1700,2075,1110,1374,1626,1809,2354,1712,28-01-2021,PIXEL_0130,0.948499934,7.080663472
1062,rubber,1200,2056,2247,1364,1596,1798,2004,3556,3081,28-01-2021,PIXEL_0129,1.034683079,7.01971703
987,rubber,1136,2460,2440,1202,1532,1972,2225,2925,2199,28-01-2021,PIXEL_0128,1.059599924,7.118530733
874,rubber,957,1684,1865,1038,1211,1479,1685,2212,1590,28-01-2021,PIXEL_0127,0.820083657,7.022439512
930,rubber,1070,2040,2250,1034,1406,1837,2069,2490,1808,28-01-2021,PIXEL_0126,1.055507519,7.087354342
856,rubber,949,2026,2161,975,1231,1687,1947,2414,1724,28-01-2021,PIXEL_0125,0.773316226,7.204153017
1018,rubber,1164,2008,2188,1276,1535,1770,1965,3152,2490,28-01-2021,PIXEL_0124,0.978135681,7.047493247
1872,rubber,2110,3086,3099,2388,2495,2718,2897,4032,3333,28-01-2021,PIXEL_0112,1.117889283,7.058684544
897,rubber,1018,1994,2188,1102,1316,1757,2021,2463,1720,28-01-2021,PIXEL_0123,0.920155795,7.17284836
959,rubber,1102,2068,2265,1084,1347,1807,2052,2503,1776,28-01-2021,PIXEL_0121,1.108817526,6.894374051
1052,rubber,1188,2050,2326,1358,1660,1844,2035,3382,2576,28-01-2021,PIXEL_0120,0.941043483,6.98657284
1048,rubber,1138,1888,2107,1246,1490,1714,1908,2964,2358,28-01-2021,PIXEL_0119,0.985020303,6.81546173
1028,rubber,1182,1870,2090,1298,1518,1711,1902,3228,2778,28-01-2021,PIXEL_0118,1.091984756,6.824598267
946,rubber,998,1344,1451,1070,1187,1268,1361,1974,1783,28-01-2021,PIXEL_0117,0.80048188,6.941807345
1062,rubber,1168,2148,2411,1296,1610,1885,2125,2932,2203,28-01-2021,PIXEL_0116,0.815630647,6.869217198
1262,rubber,1358,2104,2112,1378,1604,1774,1945,2425,1792,28-01-2021,PIXEL_0115,0.82114518,6.94890115
999,rubber,1114,1756,1799,1232,1392,1497,1632,2631,2181,28-01-2021,PIXEL_0114,1.121046386,7.169351544
921,rubber,1050,1854,2085,1108,1382,1649,1828,2719,2033,28-01-2021,PIXEL_0122,0.790600267,7.044776284
962,cocoa,1030,1644,1757,1060,1245,1502,1659,2034,1726,28-01-2021,PIXEL_0056,0.746192663,7.205066957
946,cocoa,1034,1788,1821,1076,1315,1491,1664,2272,1700,28-01-2021,PIXEL_0057,0.787999914,7.183840842
1146,oil,1282,2010,2227,1366,1625,1836,1983,2919,2082,02-02-2021,PIXEL_0268,0.92797042,6.904258193
1132,oil,1266,2048,2196,1344,1592,1822,1976,3139,2596,02-02-2021,PIXEL_0241,0.74194905,6.953353091
1544,oil,1716,2624,2883,1830,2239,2509,2661,3416,2398,02-02-2021,PIXEL_0240,1.101754505,6.910590459
1108,oil,1274,1996,2146,1344,1569,1791,1931,2989,2339,02-02-2021,PIXEL_0239,0.943619298,6.969121175
1122,oil,1300,2160,2357,1448,1708,2008,2141,3111,2517,02-02-2021,PIXEL_0238,0.979590212,7.130320249
1084,oil,1226,2126,2270,1250,1588,1899,2045,2833,2007,02-02-2021,PIXEL_0237,0.783595952,7.109243017
1312,oil,1450,2226,2508,1568,1799,2065,2221,3216,2397,02-02-2021,PIXEL_0236,1.027183953,6.898157415
1588,oil,1748,2536,2727,1926,2146,2318,2509,3729,2884,02-02-2021,PIXEL_0235,1.125636046,6.838194367
1023,oil,1170,2406,2552,1132,1442,2091,2347,2369,1416,02-02-2021,PIXEL_0234,0.800826641,6.969824011
983,oil,1132,2002,2083,1126,1411,1758,1901,2400,1724,02-02-2021,PIXEL_0233,0.799211862,6.975877108
1106,oil,1278,2114,2300,1186,1519,2028,2145,2006,1230,02-02-2021,PIXEL_0232,1.112603207,6.955297628
1078,oil,1192,1762,1932,1278,1476,1627,1732,2484,1893,02-02-2021,PIXEL_0231,0.935538501,6.957871829
1098,oil,1236,2142,2306,1286,1589,1871,2013,2969,2084,02-02-2021,PIXEL_0230,0.790444905,6.98950076
1088,oil,1274,2328,2534,1304,1657,2094,2285,2995,2286,02-02-2021,PIXEL_0228,1.056186374,7.09511347
973,oil,1096,2270,2531,1052,1397,2066,2276,2398,1523,02-02-2021,PIXEL_0227,0.920077007,7.148310774
970,oil,1144,2808,2898,1007,1383,2337,2661,2261,1287,02-02-2021,PIXEL_0226,0.855918702,6.964440748
1040,oil,1224,2292,2470,1338,1618,2044,2283,2990,2399,02-02-2021,PIXEL_0225,0.939781475,7.096825625
1076,oil,1264,2398,2606,1312,1662,2113,2309,3139,2261,02-02-2021,PIXEL_0224,1.007369174,7.043007178
1054,oil,1216,2042,2253,1342,1627,1839,1997,3139,2446,02-02-2021,PIXEL_0242,1.014561014,7.23164819
1056,oil,1172,1914,2213,1256,1555,1812,1974,2881,2137,02-02-2021,PIXEL_0223,0.957017169,7.124003638
2294,oil,2404,3234,3843,2576,3076,3314,3515,4355,3521,02-02-2021,PIXEL_0243,0.912172334,6.872519227
1158,oil,1248,1698,1808,1332,1468,1555,1645,2493,2184,02-02-2021,PIXEL_0245,0.923385544,6.854732412
1178,oil,1322,2144,2403,1506,1787,1929,2112,3521,2671,02-02-2021,PIXEL_0264,0.967442637,7.011194063
1256,oil,1428,2114,2320,1598,1805,1971,2114,3384,2875,02-02-2021,PIXEL_0263,1.125390113,6.963435968
996,oil,1134,2346,2570,1060,1390,2034,2306,2268,1388,02-02-2021,PIXEL_0262,0.908774942,6.830650643
1001,oil,1132,2236,2471,1050,1403,2000,2214,2472,1486,02-02-2021,PIXEL_0261,0.861730886,6.948487898
1266,oil,1428,2258,2418,1526,1797,2078,2212,3249,2552,02-02-2021,PIXEL_0260,1.063651615,6.848090157
971,oil,1168,2054,2259,1186,1439,1829,1995,2616,1895,02-02-2021,PIXEL_0259,0.849970156,7.123145959
1136,oil,1328,2244,2467,1412,1752,2012,2201,3286,2627,02-02-2021,PIXEL_0257,0.954224235,6.994375231
964,oil,1122,2220,2367,1070,1453,1893,2124,2394,1491,02-02-2021,PIXEL_0255,0.804745975,7.033393554
1322,oil,1500,2212,2419,1642,1890,2042,2196,3433,2727,02-02-2021,PIXEL_0254,1.176206171,6.9714173
1013,oil,1174,1730,1838,1240,1413,1577,1668,2577,2284,02-02-2021,PIXEL_0253,0.813137965,7.098251967
1052,oil,1184,1872,2119,1266,1541,1726,1899,2935,2241,02-02-2021,PIXEL_0252,0.782006854,6.982826021
990,oil,1150,2478,2595,1102,1420,2148,2343,2310,1510,02-02-2021,PIXEL_0251,0.789210273,7.147746792
1050,oil,1172,1660,1790,1220,1430,1553,1645,2092,1483,02-02-2021,PIXEL_0250,1.082146762,6.967022152
1066,oil,1220,1926,2182,1296,1557,1793,1918,2941,2287,02-02-2021,PIXEL_0249,1.05879757,7.200764861
1072,oil,1216,1762,1850,1318,1484,1576,1693,2520,2034,02-02-2021,PIXEL_0248,0.974506254,6.983334652
1050,oil,1168,1952,2144,1202,1478,1781,1939,2418,1831,02-02-2021,PIXEL_0247,0.767009546,6.919183134
1214,oil,1376,2236,2525,1460,1696,2071,2276,3193,2442,02-02-2021,PIXEL_0246,1.085908402,6.949220886
1112,oil,1284,2316,2576,1274,1599,2116,2330,2750,1895,02-02-2021,PIXEL_0244,1.11228753,6.940502308
987,oil,1144,2078,2266,1126,1464,1880,2048,2428,1761,02-02-2021,PIXEL_0222,0.7568166,7.176920783
1009,oil,1128,1710,1856,1160,1339,1555,1647,2066,1590,02-02-2021,PIXEL_0221,0.846008683,6.924786944
1202,oil,1366,2204,2370,1462,1731,2008,2170,3286,2733,02-02-2021,PIXEL_0219,1.097902982,7.109693512
1728,rubber,1818,2632,2809,1944,2164,2406,2585,3574,2675,02-02-2021,PIXEL_0195,1.009684868,6.805691327
1102,rubber,1230,2110,2307,1306,1604,1929,2052,3007,2189,02-02-2021,PIXEL_0194,0.999995973,7.130184711
1011,rubber,1148,2140,2305,1218,1491,1829,2046,2830,1949,02-02-2021,PIXEL_0193,0.743053978,7.01449092
1030,rubber,1174,1932,2168,1194,1459,1772,1943,2572,1951,02-02-2021,PIXEL_0192,0.769595955,6.921842826
1130,rubber,1294,2424,2471,1324,1653,2057,2228,3057,2349,02-02-2021,PIXEL_0191,1.110016039,7.142685141
1260,rubber,1436,2170,2336,1600,1845,1995,2126,3398,2879,02-02-2021,PIXEL_0190,1.123764432,7.038839065
1128,rubber,1272,1910,2078,1360,1606,1793,1916,2746,2090,02-02-2021,PIXEL_0189,1.118209044,6.878326003
1140,rubber,1274,2104,2193,1346,1588,1872,2032,2553,1987,02-02-2021,PIXEL_0188,1.156920671,7.179001753
1082,rubber,1166,1648,1862,1170,1359,1580,1684,2072,1554,02-02-2021,PIXEL_0187,0.793255205,6.818270632
974,rubber,1114,2282,2428,1144,1387,1981,2209,2392,1631,02-02-2021,PIXEL_0186,0.952686545,7.177051044
1168,rubber,1240,1614,1707,1256,1414,1529,1614,1855,1288,02-02-2021,PIXEL_0185,1.113631176,6.929326473
3458,rubber,3636,4320,4374,3740,4038,4045,4129,5174,4364,02-02-2021,PIXEL_0184,1.105841539,6.995726624
1144,rubber,1312,2264,2486,1462,1774,2036,2191,3475,2818,02-02-2021,PIXEL_0183,0.995583157,7.093055061
1094,rubber,1268,2002,2211,1360,1610,1833,1967,2890,2171,02-02-2021,PIXEL_0182,0.958761294,6.929179688
1130,rubber,1284,1970,2134,1384,1583,1784,1929,2956,2496,02-02-2021,PIXEL_0181,0.811572781,6.887325176
1116,rubber,1244,2130,2376,1326,1509,1915,2105,2751,2026,02-02-2021,PIXEL_0179,0.827656756,6.852977567
1188,rubber,1382,2270,2541,1460,1702,2123,2328,2935,2198,02-02-2021,PIXEL_0178,1.0262961,6.933224872
938,rubber,1112,2408,2303,1044,1379,1975,2198,2282,1589,02-02-2021,PIXEL_0197,0.761814259,7.182601662
991,rubber,1130,2090,2244,1146,1488,1845,2032,2650,1866,02-02-2021,PIXEL_0198,0.945245302,7.179134687
1184,rubber,1338,2008,2121,1420,1648,1824,1939,2979,2246,02-02-2021,PIXEL_0199,1.076460649,6.986962036
940,rubber,1062,2428,2675,973,1367,2129,2429,2262,1296,02-02-2021,PIXEL_0200,0.937493352,7.185416835
877,oil,953,2024,2229,857,1118,1792,2088,1392,742,02-02-2021,PIXEL_0218,0.739089154,6.869850378
1050,oil,1224,2192,2326,1218,1521,1954,2153,2776,1977,02-02-2021,PIXEL_0217,0.761647384,7.117661446
960,oil,1124,2252,2527,1056,1360,2011,2227,2233,1356,02-02-2021,PIXEL_0216,0.826928513,6.914319161
1084,oil,1156,1504,1613,1238,1348,1451,1478,1938,1379,02-02-2021,PIXEL_0215,1.108630108,7.096361133
1452,oil,1610,2530,2721,1708,1987,2307,2521,3090,2228,02-02-2021,PIXEL_0214,0.840479447,7.027876078
1180,oil,1328,2154,2387,1368,1664,2025,2146,3115,2444,02-02-2021,PIXEL_0213,0.957124716,6.947080309
1260,oil,1400,2286,2520,1536,1805,2087,2235,3470,2675,02-02-2021,PIXEL_0212,1.052876687,6.994485451
968,oil,1048,1434,1617,1100,1281,1410,1484,2190,1933,02-02-2021,PIXEL_0211,0.833047864,7.030930784
1174,oil,1274,1670,1838,1366,1526,1583,1664,2726,2447,02-02-2021,PIXEL_0265,1.178418367,6.83977423
1048,oil,1142,1616,1788,1192,1378,1529,1617,2064,1405,02-02-2021,PIXEL_0210,0.937452115,7.002368991
1038,oil,1148,1776,1939,1230,1476,1615,1748,2546,1966,02-02-2021,PIXEL_0208,0.805377419,6.917828112
995,oil,1126,2564,2728,1048,1439,2166,2487,2291,1362,02-02-2021,PIXEL_0207,0.830962587,6.905894701
1142,oil,1296,2246,2504,1454,1729,2062,2215,3345,2515,02-02-2021,PIXEL_0206,0.998245763,7.029311598
1190,oil,1320,1824,1955,1416,1590,1657,1758,2679,2322,02-02-2021,PIXEL_0205,0.915535267,6.799291773
982,oil,1142,1974,2144,1298,1509,1664,1835,3001,2093,02-02-2021,PIXEL_0204,0.85583305,7.083970462
1090,oil,1200,1862,2065,1208,1442,1762,1904,1917,1263,02-02-2021,PIXEL_0203,0.976631875,6.91601402
1322,oil,1472,2140,2357,1594,1828,2025,2144,3174,2444,02-02-2021,PIXEL_0202,1.085753441,6.805816853
1350,oil,1564,2374,2524,1712,1922,2184,2312,3636,3063,02-02-2021,PIXEL_0201,1.086928505,7.129208814
1076,oil,1192,1930,2053,1256,1472,1722,1863,2953,2534,02-02-2021,PIXEL_0209,0.789059187,7.095477181
1310,rubber,1412,1848,2051,1478,1662,1778,1875,2443,1731,02-02-2021,PIXEL_0177,1.149231624,6.803087077
913,oil,981,1536,1654,1028,1236,1423,1503,1746,1149,02-02-2021,PIXEL_0266,0.743545417,6.930064893
969,oil,1118,1866,2031,1130,1403,1651,1797,2576,1776,02-02-2021,PIXEL_0269,0.892901968,6.964994473
1044,rubber,1208,2362,2490,1206,1560,2006,2225,2881,2058,02-02-2021,PIXEL_0149,0.817504219,7.216289198
1040,rubber,1172,1904,2100,1250,1493,1709,1860,2770,2132,02-02-2021,PIXEL_0137,0.793611305,7.164304007
1106,rubber,1248,2006,2234,1328,1592,1828,1992,2976,2407,02-02-2021,PIXEL_0136,0.808107263,7.156730938
1086,rubber,1278,2450,2575,1324,1661,2161,2373,3077,2427,02-02-2021,PIXEL_0135,1.174617622,7.20269889
1044,rubber,1198,1902,2115,1262,1531,1762,1922,2649,1998,02-02-2021,PIXEL_0133,0.993295492,7.150832123
915,rubber,1042,2114,2278,1040,1343,1858,2080,2476,1761,02-02-2021,PIXEL_0125,0.773316226,7.204153017
970,rubber,1150,2178,2407,1134,1422,2002,2164,2509,1686,02-02-2021,PIXEL_0123,0.920155795,7.17284836
2896,rubber,3018,3726,3883,3062,3470,3604,3679,4631,3958,02-02-2021,PIXEL_0114,1.121046386,7.169351544
999,rubber,1100,1728,1872,1200,1413,1586,1693,2515,1954,02-02-2021,PIXEL_0113,0.989898773,7.177087792
1052,rubber,1202,2194,2386,1274,1614,1934,2133,2906,1966,02-02-2021,PIXEL_0111,0.861770094,7.185033613
1038,rubber,1202,2132,2312,1306,1589,1955,2082,2906,2378,02-02-2021,PIXEL_0109,1.026804013,7.207326114
1040,cocoa,1196,2062,2197,1238,1527,1852,1992,2711,2091,02-02-2021,PIXEL_0098,0.990363454,7.207039259
1070,cocoa,1202,1844,2032,1350,1547,1675,1810,2957,2538,02-02-2021,PIXEL_0095,1.033539858,7.227725014
974,cocoa,1148,2212,2419,1136,1449,1997,2229,2585,1757,02-02-2021,PIXEL_0089,0.918347485,7.177846752
1054,cocoa,1188,2148,2395,1260,1527,1924,2126,2784,2078,02-02-2021,PIXEL_0088,1.019138377,7.231191483
989,cocoa,1194,2296,2483,1246,1566,1994,2228,2924,2004,02-02-2021,PIXEL_0082,0.867795167,7.148250385
1048,cocoa,1224,1788,1940,1272,1407,1692,1815,2249,1621,02-02-2021,PIXEL_0080,1.102369805,7.147602915
1126,rubber,1300,2180,2409,1400,1671,1998,2138,3099,2488,02-02-2021,PIXEL_0150,1.168841257,7.187883693
1028,cocoa,1252,2104,2333,1344,1647,1964,2136,3077,2222,02-02-2021,PIXEL_0076,0.890506855,7.220040445
1058,rubber,1192,2008,2105,1254,1505,1778,1918,2762,2258,02-02-2021,PIXEL_0151,1.154424297,7.219584013
972,rubber,1126,1904,2062,1136,1403,1752,1872,2439,1875,02-02-2021,PIXEL_0171,0.781750794,7.192224764
1044,oil,1264,2160,2374,1276,1571,1972,2132,2783,2071,02-02-2021,PIXEL_0293,1.188317301,7.228493074
1009,oil,1148,1796,1960,1216,1434,1658,1783,2535,2077,02-02-2021,PIXEL_0289,0.780099664,7.186538217
996,oil,1116,1936,2109,1210,1435,1714,1879,2720,2016,02-02-2021,PIXEL_0287,1.015677968,7.179455943
