blue,crop_type,green,nir,nir08,red,rededge1,rededge2,rededge3,swir16,swir22,time,unique_id,x,y
2176,cocoa,2332,2856,3069,2774,3017,2804,2816,3820,3124,2023-02-22,PIXEL_0065,0.9064694638991676,6.931459950209583
1644,cocoa,1784,2540,2750,2004,2207,2315,2468,3963,3417,2023-03-04,PIXEL_0065,0.9064694638991676,6.931459950209583
1975,cocoa,2122,3004,3236,2286,2616,2743,2988,4781,4409,2023-03-09,PIXEL_0065,0.9064694638991676,6.931459950209583
1744,cocoa,2160,4500,4631,1894,2605,3940,4375,3927,2958,2023-03-29,PIXEL_0065,0.9064694638991676,6.931459950209583
1353,cocoa,1778,4991,5153,1516,2332,4280,4808,3268,2201,2023-04-13,PIXEL_0065,0.9064694638991676,6.931459950209583
1446,cocoa,1746,4797,4841,1381,2166,3972,4599,3108,2090,2023-05-08,PIXEL_0065,0.9064694638991676,6.931459950209583
1370,cocoa,1616,4936,5165,1364,2204,4328,4930,3086,1947,2023-06-12,PIXEL_0065,0.9064694638991676,6.931459950209583
1449,cocoa,1700,4030,4375,1617,2162,3478,3937,3303,2154,2023-08-11,PIXEL_0065,0.9064694638991676,6.931459950209583
1665,cocoa,1882,4908,5218,1546,2315,4270,4946,3348,2072,2023-09-10,PIXEL_0065,0.9064694638991676,6.931459950209583
1600,cocoa,1786,4256,4635,1485,2137,3817,4147,2997,1906,2023-09-20,PIXEL_0065,0.9064694638991676,6.931459950209583
1508,cocoa,1736,3754,3970,1549,2139,3282,3588,3136,2126,2023-10-30,PIXEL_0065,0.9064694638991676,6.931459950209583
1404,cocoa,1666,3862,4163,1470,2056,3233,3790,2981,2058,2023-11-04,PIXEL_0065,0.9064694638991676,6.931459950209583
1502,cocoa,1734,4011,4248,1499,2116,3592,3880,3161,2094,2023-11-09,PIXEL_0065,0.9064694638991676,6.931459950209583
1422,cocoa,1662,3676,4015,1482,2080,3294,3612,3016,2017,2023-11-29,PIXEL_0065,0.9064694638991676,6.931459950209583
1430,cocoa,1648,3666,3900,1470,2067,3238,3563,2988,1980,2023-12-09,PIXEL_0065,0.9064694638991676,6.931459950209583
1542,cocoa,1792,3916,3954,1636,2169,3289,3639,3060,2107,2023-12-14,PIXEL_0065,0.9064694638991676,6.931459950209583
1442,cocoa,1677,3722,3762,1548,2063,3056,3401,3115,2127,2023-12-19,PIXEL_0065,0.9064694638991676,6.931459950209583
1492,cocoa,1702,3626,3605,1638,2103,3017,3252,3301,2318,2023-12-24,PIXEL_0065,0.9064694638991676,6.931459950209583
1493,cocoa,1827,3602,3732,1822,2339,3050,3335,3571,2507,2023-12-29,PIXEL_0065,0.9064694638991676,6.931459950209583
442,cocoa,667,2176,2123,606,1022,1590,1857,1975,1282,2022-01-03,PIXEL_0066,0.7840446658354455,6.93345270297859
535,cocoa,778,2266,2328,785,1275,1829,2067,2264,1432,2022-01-08,PIXEL_0066,0.7840446658354455,6.93345270297859
376,cocoa,675,2298,2192,677,1155,1704,1973,2297,1538,2022-01-23,PIXEL_0066,0.7840446658354455,6.93345270297859
1842,cocoa,1974,3094,3154,1982,2360,2715,2903,3303,2519,2022-01-28,PIXEL_0066,0.7840446658354455,6.93345270297859
1568,cocoa,1732,3404,3248,1695,2197,2765,3053,3263,2536,2022-02-02,PIXEL_0066,0.7840446658354455,6.93345270297859
1790,cocoa,2066,3580,3603,2172,2666,3158,3400,3645,2771,2022-02-07,PIXEL_0066,0.7840446658354455,6.93345270297859
1974,cocoa,2090,3540,3660,2072,2538,3097,3442,3549,2717,2022-02-12,PIXEL_0066,0.7840446658354455,6.93345270297859
1902,cocoa,2106,3376,3479,2076,2485,2989,3275,3512,2770,2022-02-22,PIXEL_0066,0.7840446658354455,6.93345270297859
1383,cocoa,1648,3536,3641,1636,2206,3000,3364,3421,2614,2022-03-04,PIXEL_0066,0.7840446658354455,6.93345270297859
1390,cocoa,1706,3878,4082,1568,2231,3351,3837,3477,2613,2022-03-14,PIXEL_0066,0.7840446658354455,6.93345270297859
1580,cocoa,1849,3740,3980,1698,2240,3448,3770,2990,2127,2022-03-29,PIXEL_0066,0.7840446658354455,6.93345270297859
1465,cocoa,1800,4731,5002,1553,2283,4056,4710,3253,2208,2022-04-23,PIXEL_0066,0.7840446658354455,6.93345270297859
1500,cocoa,1781,4432,4937,1560,2294,4101,4732,3220,2156,2022-05-08,PIXEL_0066,0.7840446658354455,6.93345270297859
1358,cocoa,1609,4420,4877,1358,2074,3923,4599,3019,1988,2022-05-13,PIXEL_0066,0.7840446658354455,6.93345270297859
1089,cocoa,1519,4575,5049,1336,2204,4071,4716,3161,2119,2022-05-18,PIXEL_0066,0.7840446658354455,6.93345270297859
1449,cocoa,1717,4659,5302,1384,2163,4252,5030,3173,2062,2022-05-23,PIXEL_0066,0.7840446658354455,6.93345270297859
1381,cocoa,1603,4240,4705,1356,2023,3838,4469,2952,1944,2022-06-02,PIXEL_0066,0.7840446658354455,6.93345270297859
1425,cocoa,1644,4185,4767,1381,2035,3935,4463,2980,1904,2022-06-17,PIXEL_0066,0.7840446658354455,6.93345270297859
1406,cocoa,1615,3952,4499,1391,1983,3722,4092,2894,1880,2022-07-07,PIXEL_0066,0.7840446658354455,6.93345270297859
1464,cocoa,1789,4756,5428,1412,2094,4115,5021,3437,2214,2022-07-22,PIXEL_0066,0.7840446658354455,6.93345270297859
2950,cocoa,2966,4784,4927,2688,3215,4255,4714,3881,3054,2022-10-20,PIXEL_0066,0.7840446658354455,6.93345270297859
1464,cocoa,1656,4007,4190,1407,2037,3419,3949,3011,2051,2022-10-30,PIXEL_0066,0.7840446658354455,6.93345270297859
1670,cocoa,1753,3470,3473,1587,2024,2904,3274,2665,1909,2022-11-19,PIXEL_0066,0.7840446658354455,6.93345270297859
1439,cocoa,1639,3654,3751,1445,1994,3097,3549,3052,2122,2022-11-29,PIXEL_0066,0.7840446658354455,6.93345270297859
3162,cocoa,3348,4655,4842,3248,3717,4345,4535,4614,3356,2022-12-04,PIXEL_0066,0.7840446658354455,6.93345270297859
1802,cocoa,2028,3954,4019,1833,2379,3370,3785,3497,2464,2022-12-09,PIXEL_0066,0.7840446658354455,6.93345270297859
1401,cocoa,1614,3387,3512,1536,2039,2898,3197,3179,2214,2022-12-14,PIXEL_0066,0.7840446658354455,6.93345270297859
1412,cocoa,1553,3297,3346,1430,1940,2755,3144,3084,2215,2022-12-19,PIXEL_0066,0.7840446658354455,6.93345270297859
1483,cocoa,1619,3360,3434,1580,2082,2834,3133,3265,2384,2022-12-29,PIXEL_0066,0.7840446658354455,6.93345270297859
1591,cocoa,1893,3548,3614,1970,2484,3056,3360,3625,2590,2023-01-03,PIXEL_0066,0.7840446658354455,6.93345270297859
1574,cocoa,1790,3468,3574,1835,2376,2985,3284,3517,2555,2023-01-08,PIXEL_0066,0.7840446658354455,6.93345270297859
1778,cocoa,1942,3212,3243,2013,2401,2832,3026,3221,2541,2023-01-13,PIXEL_0066,0.7840446658354455,6.93345270297859
1520,cocoa,1694,2837,2980,1714,2115,2519,2722,3136,2572,2023-01-18,PIXEL_0066,0.7840446658354455,6.93345270297859
1501,cocoa,1664,3245,3242,1639,2133,2695,3031,3260,2667,2023-01-28,PIXEL_0066,0.7840446658354455,6.93345270297859
1427,cocoa,1650,3193,3209,1584,2111,2767,3045,3294,2635,2023-02-02,PIXEL_0066,0.7840446658354455,6.93345270297859
1638,cocoa,1900,3931,3827,1768,2421,3271,3525,3820,2948,2023-02-12,PIXEL_0066,0.7840446658354455,6.93345270297859
2708,cocoa,2858,3846,3889,2908,3207,3531,3745,4008,3226,2023-02-17,PIXEL_0066,0.7840446658354455,6.93345270297859
1530,cocoa,2044,3558,3721,2220,2716,3231,3406,3808,2975,2023-02-22,PIXEL_0066,0.7840446658354455,6.93345270297859
1349,cocoa,1689,3689,3726,1520,2142,3126,3397,3293,2498,2023-03-04,PIXEL_0066,0.7840446658354455,6.93345270297859
1492,cocoa,1762,4087,4141,1530,2222,3514,3900,3528,2679,2023-03-14,PIXEL_0066,0.7840446658354455,6.93345270297859
1257,cocoa,1698,4515,4971,1492,2235,4106,4635,3303,2300,2023-04-13,PIXEL_0066,0.7840446658354455,6.93345270297859
1556,cocoa,1836,4775,5030,1598,2292,4105,4750,3189,2191,2023-04-18,PIXEL_0066,0.7840446658354455,6.93345270297859
1360,cocoa,1620,4559,5001,1321,2063,4046,4767,3035,2013,2023-05-08,PIXEL_0066,0.7840446658354455,6.93345270297859
1562,cocoa,1807,4892,5371,1534,2245,4285,5074,3166,2093,2023-05-28,PIXEL_0066,0.7840446658354455,6.93345270297859
6624,cocoa,6604,7864,8410,6800,7479,7703,7929,7913,6615,2023-08-11,PIXEL_0066,0.7840446658354455,6.93345270297859
1703,cocoa,1844,4168,4636,1557,2122,3775,4326,2854,1906,2023-09-10,PIXEL_0066,0.7840446658354455,6.93345270297859
1648,cocoa,1794,4532,4764,1586,2222,3821,4433,3145,2076,2023-10-15,PIXEL_0066,0.7840446658354455,6.93345270297859
1465,cocoa,1652,4200,4459,1440,2056,3594,4059,2964,1915,2023-10-20,PIXEL_0066,0.7840446658354455,6.93345270297859
1386,cocoa,1594,4046,4271,1371,2027,3480,3896,3048,1998,2023-10-30,PIXEL_0066,0.7840446658354455,6.93345270297859
1489,cocoa,1640,3930,4079,1424,1985,3289,3784,3092,2082,2023-11-14,PIXEL_0066,0.7840446658354455,6.93345270297859
1527,cocoa,1682,4009,4215,1464,2137,3358,3892,3117,2116,2023-11-24,PIXEL_0066,0.7840446658354455,6.93345270297859
1342,cocoa,1607,3641,3816,1411,2012,3178,3506,2996,2028,2023-11-29,PIXEL_0066,0.7840446658354455,6.93345270297859
1376,cocoa,1568,3540,3714,1414,1963,3042,3401,3005,2033,2023-12-09,PIXEL_0066,0.7840446658354455,6.93345270297859
1543,cocoa,1689,3706,3797,1558,2108,3131,3549,3065,2150,2023-12-14,PIXEL_0066,0.7840446658354455,6.93345270297859
1362,cocoa,1562,3529,3620,1415,1974,3028,3362,3021,2086,2023-12-19,PIXEL_0066,0.7840446658354455,6.93345270297859
1428,cocoa,1588,3599,3613,1494,2041,2987,3281,3053,2171,2023-12-24,PIXEL_0066,0.7840446658354455,6.93345270297859
1292,cocoa,1604,3530,3731,1544,2140,3064,3429,3244,2209,2023-12-29,PIXEL_0066,0.7840446658354455,6.93345270297859
572,cocoa,830,2337,2446,845,1308,1908,2178,2731,1853,2022-01-03,PIXEL_0067,1.07087288838107,7.20281534674745
593,cocoa,841,2322,2432,855,1306,1899,2172,2723,1849,2022-01-03,PIXEL_0067,1.07087288838107,7.20281534674745
555,cocoa,916,2328,2590,1010,1462,1976,2226,3044,2022,2022-01-08,PIXEL_0067,1.07087288838107,7.20281534674745
534,cocoa,906,2328,2591,1002,1462,1978,2232,3052,2023,2022-01-08,PIXEL_0067,1.07087288838107,7.20281534674745
648,cocoa,954,2274,2542,1214,1562,1886,2146,3568,2547,2022-01-18,PIXEL_0067,1.07087288838107,7.20281534674745
592,cocoa,925,2288,2558,1200,1566,1895,2158,3600,2560,2022-01-18,PIXEL_0067,1.07087288838107,7.20281534674745
694,cocoa,969,2440,2565,1286,1605,1980,2165,3671,2770,2022-01-23,PIXEL_0067,1.07087288838107,7.20281534674745
670,cocoa,954,2450,2571,1278,1602,1979,2167,3679,2775,2022-01-23,PIXEL_0067,1.07087288838107,7.20281534674745
2050,cocoa,2174,3198,3366,2400,2661,2899,3075,4449,3591,2022-01-28,PIXEL_0067,1.07087288838107,7.20281534674745
2005,cocoa,2148,3200,3384,2386,2662,2906,3089,4480,3604,2022-01-28,PIXEL_0067,1.07087288838107,7.20281534674745
1940,cocoa,2232,3236,3503,2524,2875,3114,3225,4017,3036,2022-02-07,PIXEL_0067,1.07087288838107,7.20281534674745
2024,cocoa,2290,3244,3505,2562,2857,3098,3226,4004,3012,2022-02-07,PIXEL_0067,1.07087288838107,7.20281534674745
2806,cocoa,2948,3916,3730,3096,3290,3405,3522,4922,4080,2022-02-12,PIXEL_0067,1.07087288838107,7.20281534674745
2852,cocoa,2992,3958,3755,3136,3330,3433,3539,4955,4088,2022-02-12,PIXEL_0067,1.07087288838107,7.20281534674745
1643,cocoa,1991,3308,3634,2352,2699,2977,3226,5231,4183,2022-02-17,PIXEL_0067,1.07087288838107,7.20281534674745
1660,cocoa,2002,3314,3632,2358,2704,2982,3228,5233,4189,2022-02-17,PIXEL_0067,1.07087288838107,7.20281534674745
2102,cocoa,2268,3330,3580,2552,2859,3062,3276,4745,3994,2022-02-22,PIXEL_0067,1.07087288838107,7.20281534674745
2100,cocoa,2270,3322,3572,2548,2855,3056,3267,4729,3987,2022-02-22,PIXEL_0067,1.07087288838107,7.20281534674745
1808,cocoa,2238,3796,4116,2738,3142,3324,3612,5843,4698,2022-02-27,PIXEL_0067,1.07087288838107,7.20281534674745
1872,cocoa,2274,3763,4090,2748,3144,3316,3598,5842,4705,2022-02-27,PIXEL_0067,1.07087288838107,7.20281534674745
1808,cocoa,2034,3212,3478,2354,2665,2902,3133,5087,4402,2022-03-04,PIXEL_0067,1.07087288838107,7.20281534674745
1786,cocoa,2022,3214,3485,2350,2665,2901,3134,5096,4415,2022-03-04,PIXEL_0067,1.07087288838107,7.20281534674745
1643,cocoa,1824,2756,2985,1946,2247,2565,2840,3708,3067,2022-05-13,PIXEL_0067,1.07087288838107,7.20281534674745
1644,cocoa,1827,2764,2993,1949,2250,2568,2847,3713,3074,2022-05-13,PIXEL_0067,1.07087288838107,7.20281534674745
2024,cocoa,2490,4104,4480,2756,3164,3822,4138,5161,4492,2022-05-18,PIXEL_0067,1.07087288838107,7.20281534674745
2052,cocoa,2484,4091,4468,2700,3141,3827,4144,5132,4479,2022-05-18,PIXEL_0067,1.07087288838107,7.20281534674745
1995,cocoa,2266,4062,4410,2396,2898,3814,4216,5033,4435,2022-05-23,PIXEL_0067,1.07087288838107,7.20281534674745
1992,cocoa,2278,4099,4467,2436,2941,3842,4237,5089,4472,2022-05-23,PIXEL_0067,1.07087288838107,7.20281534674745
1749,cocoa,2058,4140,4429,1978,2505,3737,4229,4369,3605,2022-06-02,PIXEL_0067,1.07087288838107,7.20281534674745
1744,cocoa,2056,4144,4428,1976,2505,3736,4233,4369,3604,2022-06-02,PIXEL_0067,1.07087288838107,7.20281534674745
1552,cocoa,1905,4144,4396,1630,2328,3806,4191,3664,2547,2022-06-17,PIXEL_0067,1.07087288838107,7.20281534674745
1556,cocoa,1906,4140,4382,1633,2325,3800,4179,3661,2546,2022-06-17,PIXEL_0067,1.07087288838107,7.20281534674745
1370,cocoa,1836,4596,4749,1468,2283,4108,4543,3379,2290,2022-06-22,PIXEL_0067,1.07087288838107,7.20281534674745
2736,cocoa,2956,4476,5126,2864,3554,4527,4853,4663,3616,2022-07-07,PIXEL_0067,1.07087288838107,7.20281534674745
2692,cocoa,2918,4444,5093,2830,3523,4499,4821,4644,3607,2022-07-07,PIXEL_0067,1.07087288838107,7.20281534674745
1594,cocoa,1959,4272,4649,1914,2659,3787,4257,4226,3091,2022-08-11,PIXEL_0067,1.07087288838107,7.20281534674745
1617,cocoa,1965,4236,4614,1920,2645,3754,4216,4205,3093,2022-08-11,PIXEL_0067,1.07087288838107,7.20281534674745
2074,cocoa,2340,4524,4805,2148,2811,4022,4511,4372,3091,2022-08-21,PIXEL_0067,1.07087288838107,7.20281534674745
2132,cocoa,2366,4436,4724,2180,2813,3959,4435,4351,3087,2022-08-21,PIXEL_0067,1.07087288838107,7.20281534674745
1693,cocoa,2118,3998,4373,2056,2828,3855,4060,4192,2967,2022-09-25,PIXEL_0067,1.07087288838107,7.20281534674745
1718,cocoa,2120,3976,4346,2050,2814,3841,4050,4178,2965,2022-09-25,PIXEL_0067,1.07087288838107,7.20281534674745
1844,cocoa,2120,4120,4337,1984,2498,3743,4172,3335,2492,2022-10-10,PIXEL_0067,1.07087288838107,7.20281534674745
1856,cocoa,2128,4108,4334,1992,2503,3742,4172,3334,2493,2022-10-10,PIXEL_0067,1.07087288838107,7.20281534674745
1619,cocoa,2002,4953,5331,1621,2575,4590,5038,3398,2295,2022-10-20,PIXEL_0067,1.07087288838107,7.20281534674745
1572,cocoa,1986,5008,5391,1598,2578,4636,5084,3405,2298,2022-10-20,PIXEL_0067,1.07087288838107,7.20281534674745
1588,cocoa,2008,4917,5237,1614,2588,4551,5058,3303,2231,2022-10-30,PIXEL_0067,1.07087288838107,7.20281534674745
1632,cocoa,2022,4844,5164,1642,2580,4493,4997,3299,2233,2022-10-30,PIXEL_0067,1.07087288838107,7.20281534674745
1608,cocoa,2080,4572,4982,1744,2720,4305,4587,3564,2332,2022-11-14,PIXEL_0067,1.07087288838107,7.20281534674745
1643,cocoa,2086,4536,4919,1758,2699,4261,4540,3542,2327,2022-11-14,PIXEL_0067,1.07087288838107,7.20281534674745
1577,cocoa,1914,3928,4177,1700,2412,3558,3944,3225,2280,2022-11-19,PIXEL_0067,1.07087288838107,7.20281534674745
1572,cocoa,1910,3930,4177,1698,2411,3560,3952,3229,2282,2022-11-19,PIXEL_0067,1.07087288838107,7.20281534674745
1471,cocoa,1761,3548,3753,1620,2264,3303,3576,2971,2140,2022-11-24,PIXEL_0067,1.07087288838107,7.20281534674745
1613,cocoa,1871,3633,3885,1795,2452,3310,3629,3706,2698,2022-11-29,PIXEL_0067,1.07087288838107,7.20281534674745
1608,cocoa,1870,3634,3882,1794,2450,3308,3633,3704,2690,2022-11-29,PIXEL_0067,1.07087288838107,7.20281534674745
1511,cocoa,1816,3482,3750,1700,2346,3262,3463,3524,2537,2022-12-04,PIXEL_0067,1.07087288838107,7.20281534674745
1542,cocoa,1830,3460,3729,1716,2346,3244,3444,3516,2534,2022-12-04,PIXEL_0067,1.07087288838107,7.20281534674745
1744,cocoa,2014,3847,4041,1938,2604,3437,3789,3940,2973,2022-12-09,PIXEL_0067,1.07087288838107,7.20281534674745
1780,cocoa,2020,3812,4002,1951,2595,3407,3755,3921,2966,2022-12-09,PIXEL_0067,1.07087288838107,7.20281534674745
1573,cocoa,1844,3376,3567,1831,2369,3053,3288,3898,2895,2022-12-14,PIXEL_0067,1.07087288838107,7.20281534674745
1596,cocoa,1844,3358,3546,1840,2367,3038,3265,3881,2891,2022-12-14,PIXEL_0067,1.07087288838107,7.20281534674745
1630,cocoa,1780,3208,3370,1867,2279,2854,3095,3903,3066,2022-12-19,PIXEL_0067,1.07087288838107,7.20281534674745
1623,cocoa,1776,3204,3365,1866,2277,2845,3092,3903,3065,2022-12-19,PIXEL_0067,1.07087288838107,7.20281534674745
1732,cocoa,1934,3404,3556,2114,2510,2961,3216,4437,3531,2022-12-29,PIXEL_0067,1.07087288838107,7.20281534674745
1737,cocoa,1937,3396,3542,2118,2506,2954,3209,4426,3528,2022-12-29,PIXEL_0067,1.07087288838107,7.20281534674745
2020,cocoa,2324,3680,3881,2558,2946,3349,3594,4683,3625,2023-01-03,PIXEL_0067,1.07087288838107,7.20281534674745
1930,cocoa,2282,3714,3915,2542,2946,3359,3613,4713,3633,2023-01-03,PIXEL_0067,1.07087288838107,7.20281534674745
1754,cocoa,2016,3592,3776,2312,2699,3129,3353,4731,3731,2023-01-08,PIXEL_0067,1.07087288838107,7.20281534674745
1882,cocoa,2100,3554,3725,2354,2713,3115,3327,4671,3721,2023-01-08,PIXEL_0067,1.07087288838107,7.20281534674745
1600,cocoa,1848,3230,3357,2168,2510,2771,3052,4602,3891,2023-01-18,PIXEL_0067,1.07087288838107,7.20281534674745
1691,cocoa,1905,3204,3329,2198,2517,2769,3037,4558,3875,2023-01-18,PIXEL_0067,1.07087288838107,7.20281534674745
1775,cocoa,1994,3228,3417,2302,2585,2881,3090,4812,4070,2023-01-28,PIXEL_0067,1.07087288838107,7.20281534674745
1796,cocoa,2005,3202,3390,2300,2577,2868,3077,4779,4042,2023-01-28,PIXEL_0067,1.07087288838107,7.20281534674745
1698,cocoa,1910,3045,3289,2188,2492,2721,2920,4863,4080,2023-02-02,PIXEL_0067,1.07087288838107,7.20281534674745
1629,cocoa,1868,3050,3298,2164,2478,2713,2918,4890,4087,2023-02-02,PIXEL_0067,1.07087288838107,7.20281534674745
2124,cocoa,2316,3592,3880,2690,3020,3210,3463,5295,4519,2023-02-07,PIXEL_0067,1.07087288838107,7.20281534674745
2016,cocoa,2242,3584,3865,2604,2952,3200,3457,5281,4514,2023-02-07,PIXEL_0067,1.07087288838107,7.20281534674745
1935,cocoa,2422,3692,3866,2800,3278,3347,3584,5175,4220,2023-02-22,PIXEL_0067,1.07087288838107,7.20281534674745
1973,cocoa,2438,3678,3851,2814,3277,3342,3569,5161,4216,2023-02-22,PIXEL_0067,1.07087288838107,7.20281534674745
1655,cocoa,1912,2926,3238,2152,2473,2729,2939,4361,3508,2023-03-04,PIXEL_0067,1.07087288838107,7.20281534674745
1657,cocoa,1912,2920,3232,2154,2469,2724,2936,4359,3507,2023-03-04,PIXEL_0067,1.07087288838107,7.20281534674745
3224,cocoa,3508,4376,4657,3644,3847,4123,4357,5741,4913,2023-03-09,PIXEL_0067,1.07087288838107,7.20281534674745
3318,cocoa,3602,4452,4730,3728,3921,4200,4434,5790,4938,2023-03-09,PIXEL_0067,1.07087288838107,7.20281534674745
1812,cocoa,2130,3787,4006,2226,2788,3431,3675,5040,4242,2023-03-14,PIXEL_0067,1.07087288838107,7.20281534674745
1819,cocoa,2132,3770,3996,2228,2783,3419,3661,5033,4240,2023-03-14,PIXEL_0067,1.07087288838107,7.20281534674745
1686,cocoa,2118,3898,4235,2174,2683,3588,3969,4213,3293,2023-03-29,PIXEL_0067,1.07087288838107,7.20281534674745
1378,cocoa,1988,4020,4388,2108,2671,3655,4064,4279,3313,2023-03-29,PIXEL_0067,1.07087288838107,7.20281534674745
1591,cocoa,2072,4300,4737,1920,2706,4032,4408,4126,3025,2023-04-13,PIXEL_0067,1.07087288838107,7.20281534674745
1652,cocoa,2096,4264,4686,1942,2699,4008,4378,4101,3019,2023-04-13,PIXEL_0067,1.07087288838107,7.20281534674745
1738,cocoa,2152,4459,4904,1960,2746,4230,4616,3842,2746,2023-04-18,PIXEL_0067,1.07087288838107,7.20281534674745
1764,cocoa,2174,4455,4904,1974,2761,4234,4618,3838,2742,2023-04-18,PIXEL_0067,1.07087288838107,7.20281534674745
1538,cocoa,1874,3812,4097,1708,2418,3509,3955,3470,2596,2023-05-08,PIXEL_0067,1.07087288838107,7.20281534674745
1400,cocoa,1818,3911,4204,1650,2427,3560,4025,3501,2609,2023-05-08,PIXEL_0067,1.07087288838107,7.20281534674745
2578,cocoa,2738,4006,4596,2840,3138,3887,4279,4598,3752,2023-06-07,PIXEL_0067,1.07087288838107,7.20281534674745
1752,cocoa,2006,3238,3869,2218,2536,3402,3701,4084,3091,2023-06-12,PIXEL_0067,1.07087288838107,7.20281534674745
1759,cocoa,2008,3248,3868,2204,2527,3404,3702,4072,3086,2023-06-12,PIXEL_0067,1.07087288838107,7.20281534674745
1726,cocoa,1806,2494,2645,1736,2140,2410,2557,3059,2506,2023-07-07,PIXEL_0067,1.07087288838107,7.20281534674745
1736,cocoa,1812,2502,2649,1744,2144,2413,2564,3059,2505,2023-07-07,PIXEL_0067,1.07087288838107,7.20281534674745
1697,cocoa,1980,3614,4270,1730,2392,3613,3726,3157,2118,2023-09-10,PIXEL_0067,1.07087288838107,7.20281534674745
1465,cocoa,1960,4560,5096,1528,2512,4413,4815,3199,2068,2023-09-30,PIXEL_0067,1.07087288838107,7.20281534674745
1451,cocoa,1957,4577,5112,1522,2515,4435,4831,3204,2072,2023-09-30,PIXEL_0067,1.07087288838107,7.20281534674745
2650,cocoa,2990,5640,6185,2506,3445,5252,5883,3808,2596,2023-10-15,PIXEL_0067,1.07087288838107,7.20281534674745
2588,cocoa,3046,5832,6399,2514,3533,5404,6038,3849,2607,2023-10-15,PIXEL_0067,1.07087288838107,7.20281534674745
1580,cocoa,2004,4269,4615,1670,2587,3966,4387,3146,2130,2023-10-25,PIXEL_0067,1.07087288838107,7.20281534674745
1596,cocoa,2002,4245,4582,1676,2572,3942,4360,3139,2129,2023-10-25,PIXEL_0067,1.07087288838107,7.20281534674745
1586,cocoa,1994,4328,4631,1686,2561,3966,4345,3132,2160,2023-11-04,PIXEL_0067,1.07087288838107,7.20281534674745
1596,cocoa,2000,4325,4624,1691,2560,3974,4351,3133,2161,2023-11-04,PIXEL_0067,1.07087288838107,7.20281534674745
1614,cocoa,1998,4160,4557,1736,2640,3893,4210,3354,2258,2023-11-09,PIXEL_0067,1.07087288838107,7.20281534674745
1615,cocoa,1999,4164,4564,1740,2640,3900,4219,3355,2260,2023-11-09,PIXEL_0067,1.07087288838107,7.20281534674745
1816,cocoa,2108,4280,4662,1937,2762,3904,4267,3733,2599,2023-11-24,PIXEL_0067,1.07087288838107,7.20281534674745
1828,cocoa,2116,4268,4642,1940,2755,3892,4253,3724,2599,2023-11-24,PIXEL_0067,1.07087288838107,7.20281534674745
1512,cocoa,1858,3722,4060,1690,2408,3449,3723,3175,2199,2023-11-29,PIXEL_0067,1.07087288838107,7.20281534674745
1499,cocoa,1850,3728,4067,1686,2406,3448,3723,3177,2199,2023-11-29,PIXEL_0067,1.07087288838107,7.20281534674745
1545,cocoa,1814,3552,3812,1734,2365,3255,3508,3350,2384,2023-12-09,PIXEL_0067,1.07087288838107,7.20281534674745
1552,cocoa,1816,3542,3801,1736,2361,3247,3490,3343,2379,2023-12-09,PIXEL_0067,1.07087288838107,7.20281534674745
1547,cocoa,1826,3498,3668,1812,2395,3109,3349,3561,2584,2023-12-19,PIXEL_0067,1.07087288838107,7.20281534674745
1543,cocoa,1824,3492,3661,1812,2392,3104,3346,3560,2584,2023-12-19,PIXEL_0067,1.07087288838107,7.20281534674745
1600,cocoa,1795,3464,3518,1804,2325,2997,3250,3625,2723,2023-12-24,PIXEL_0067,1.07087288838107,7.20281534674745
1655,cocoa,1830,3435,3494,1830,2329,2985,3228,3597,2718,2023-12-24,PIXEL_0067,1.07087288838107,7.20281534674745
1742,cocoa,1987,3508,3693,2048,2538,3079,3323,3862,2853,2023-12-29,PIXEL_0067,1.07087288838107,7.20281534674745
1698,cocoa,1963,3526,3715,2038,2538,3087,3337,3888,2864,2023-12-29,PIXEL_0067,1.07087288838107,7.20281534674745
584,cocoa,836,2064,2279,1070,1272,1649,1962,3222,2349,2022-01-03,PIXEL_0068,0.9588469298048437,7.021854586623484
669,cocoa,990,2338,2581,1262,1605,1978,2196,3298,2280,2022-01-08,PIXEL_0068,0.9588469298048437,7.021854586623484
702,cocoa,1017,2422,2560,1390,1658,1887,2123,3766,2891,2022-01-23,PIXEL_0068,0.9588469298048437,7.021854586623484
1940,cocoa,2126,3098,3377,2406,2639,2823,3018,4458,3579,2022-01-28,PIXEL_0068,0.9588469298048437,7.021854586623484
2206,cocoa,2404,3710,3885,2850,3167,3359,3588,4949,3906,2022-02-07,PIXEL_0068,0.9588469298048437,7.021854586623484
2054,cocoa,2190,3026,2948,2442,2542,2584,2784,4163,3774,2022-02-12,PIXEL_0068,0.9588469298048437,7.021854586623484
2072,cocoa,2224,3116,3256,2482,2705,2845,3025,4645,4295,2022-02-22,PIXEL_0068,0.9588469298048437,7.021854586623484
1841,cocoa,2056,2962,3187,2346,2575,2652,2891,4765,4435,2022-03-04,PIXEL_0068,0.9588469298048437,7.021854586623484
2114,cocoa,2296,3222,3493,2596,2840,2979,3192,5021,4662,2022-03-14,PIXEL_0068,0.9588469298048437,7.021854586623484
1752,cocoa,1988,3304,3562,2078,2406,2994,3372,4290,3835,2022-05-13,PIXEL_0068,0.9588469298048437,7.021854586623484
1750,cocoa,2184,4039,4288,2262,2736,3700,3984,4591,3788,2022-05-18,PIXEL_0068,0.9588469298048437,7.021854586623484
